-90.73016927,29.91141248,BA34-01
-90.66487747,29.88979221,BA34-02R
-90.78133134,29.92494718,BA34-03R
-90.85263843,29.91865856,BA34-04R
-90.78519024,29.89136255,BA34-05R
-90.81848841,29.88570180,BA34-06R
-90.72462944,29.92327222,BA34-07R
-90.70738937,29.92353725,BA34-08
-90.72732282,29.95705537,BA34-09R
-90.88622718,29.99427674,BA34-10R
-90.71672301,29.93934636,BA34-30R
-90.71671249,29.93929656,BA34-31R
-90.20730298,29.24804416,BAFS-01
-90.06802230,29.82076735,BAFS-02
-90.47656950,29.82293265,BAFS-03
-90.18668063,29.68189147,BAFS-04
-90.09461661,29.63942316,BAFS-05
-90.38067046,29.57731701,BAFS-06
-89.60092507,29.37446344,BAFS-09
-89.94630015,29.26570382,BAFS-10
-90.04668837,29.19638872,BAFS-11
-89.90455768,29.29580531,BAFS-12
-89.85819934,29.31194265,BAFS-13
-90.03050933,29.49398753,BAFS-14
-90.02228303,29.50134559,BAFS-15
-90.03876910,29.47587215,BAFS-16
-89.89693883,29.12287048,BAFS-17BT
-89.89693876,29.12287273,BAFS-17SF
-89.93662998,29.82774898,BS03A-103A
-89.94906981,29.82645892,BS03A-105A
-89.92862026,29.81082043,BS03A-201A
-89.91848024,29.81905001,BS03A-202A
-89.90780024,29.81565067,BS03A-204A
-89.88283968,29.80341006,BS03A-206A
-89.91977991,29.78849950,BS03A-303A
-89.89722013,29.79195076,BS03A-304B
-89.92124991,29.78002053,BS03A-305A
-89.89722013,29.79195076,BS03A-306A
